"Item ID","Item Name","Question ID","Associated Question ID","Total Points","Question Type",Question,"Position Number",Sub-Question,"Answer Option","Answer Breakdown","Answer Breakdown","Correct Answer","Correctly Answered","Most Points Earned","Least Points Earned","Average Points Earned"
8355502810,"FAST STAR Reading Practice Assessment",2268411029,,1,"Multiple Choice","This photograph is in a text about caring for chickens. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2025-04/Screenshot_2025-04-25_at_9.41.33_PM_680c39dac78fd.png> Which sentence is about what is shown?",n/a,n/a,"b. Chickens eat fruit and vegetables.",0,0,"c. Chickens need a safe place to live.",0.95,1,0,0.95
8355502810,"FAST STAR Reading Practice Assessment",2268411029,,1,"Multiple Choice","This photograph is in a text about caring for chickens. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2025-04/Screenshot_2025-04-25_at_9.41.33_PM_680c39dac78fd.png> Which sentence is about what is shown?",n/a,n/a,"c. Chickens need a safe place to live.",20,0.95,"c. Chickens need a safe place to live.",0.95,1,0,0.95
8355502810,"FAST STAR Reading Practice Assessment",2268411030,,1,"Multiple Choice","An article tells how to grow carrots. Which heading would give details about choosing the place to plant the seeds?",n/a,n/a,"a. Watering the Plants",3,0.14,"c. Where to Plant",0.76,1,0,0.76
8355502810,"FAST STAR Reading Practice Assessment",2268411030,,1,"Multiple Choice","An article tells how to grow carrots. Which heading would give details about choosing the place to plant the seeds?",n/a,n/a,"b. When to Plant",2,0.1,"c. Where to Plant",0.76,1,0,0.76
8355502810,"FAST STAR Reading Practice Assessment",2268411030,,1,"Multiple Choice","An article tells how to grow carrots. Which heading would give details about choosing the place to plant the seeds?",n/a,n/a,"c. Where to Plant",16,0.76,"c. Where to Plant",0.76,1,0,0.76
8355502810,"FAST STAR Reading Practice Assessment",2268411031,,1,"Multiple Choice","An apple is a fruit that is round and comes in many colors. Apples can be eaten raw or used in baking. Apples grow on trees. Apples are good for our health. Where do apples grow?",n/a,n/a,"a. on a tree",20,0.95,"a. on a tree",0.95,1,0,0.95
8355502810,"FAST STAR Reading Practice Assessment",2268411031,,1,"Multiple Choice","An apple is a fruit that is round and comes in many colors. Apples can be eaten raw or used in baking. Apples grow on trees. Apples are good for our health. Where do apples grow?",n/a,n/a,"b. on a vine",0,0,"a. on a tree",0.95,1,0,0.95
8355502810,"FAST STAR Reading Practice Assessment",2268411031,,1,"Multiple Choice","An apple is a fruit that is round and comes in many colors. Apples can be eaten raw or used in baking. Apples grow on trees. Apples are good for our health. Where do apples grow?",n/a,n/a,"c. in the ground",1,0.05,"a. on a tree",0.95,1,0,0.95
8355502810,"FAST STAR Reading Practice Assessment",2268411032,,1,"Multiple Choice","The frog hopped across the grass.  What is the base word of hopped?",n/a,n/a,"a. hop",13,0.62,"a. hop",0.62,1,0,0.62
8355502810,"FAST STAR Reading Practice Assessment",2268411032,,1,"Multiple Choice","The frog hopped across the grass.  What is the base word of hopped?",n/a,n/a,"b. hope",3,0.14,"a. hop",0.62,1,0,0.62
8355502810,"FAST STAR Reading Practice Assessment",2268411032,,1,"Multiple Choice","The frog hopped across the grass.  What is the base word of hopped?",n/a,n/a,"c. hopp",5,0.24,"a. hop",0.62,1,0,0.62
8355502810,"FAST STAR Reading Practice Assessment",2268411033,,1,"Multiple Choice","Recycling is good for the Earth. It helps keep our air and water clean. It helps save the planet. It helps reduce waste. It makes the world a better place. What do these sentences tell?",n/a,n/a,"a. what people should recycle",4,0.19,"b. why people should recycle",0.71,1,0,0.71
8355502810,"FAST STAR Reading Practice Assessment",2268411033,,1,"Multiple Choice","Recycling is good for the Earth. It helps keep our air and water clean. It helps save the planet. It helps reduce waste. It makes the world a better place. What do these sentences tell?",n/a,n/a,"b. why people should recycle",15,0.71,"b. why people should recycle",0.71,1,0,0.71
8355502810,"FAST STAR Reading Practice Assessment",2268411033,,1,"Multiple Choice","Recycling is good for the Earth. It helps keep our air and water clean. It helps save the planet. It helps reduce waste. It makes the world a better place. What do these sentences tell?",n/a,n/a,"c. where people should recycle",2,0.1,"b. why people should recycle",0.71,1,0,0.71
8355502810,"FAST STAR Reading Practice Assessment",2268411034,,1,"Multiple Choice","Greg bought three new fish. What does bought mean?",n/a,n/a,"a. to buy",18,0.86,"a. to buy",0.86,1,0,0.86
8355502810,"FAST STAR Reading Practice Assessment",2268411034,,1,"Multiple Choice","Greg bought three new fish. What does bought mean?",n/a,n/a,"b. to give",0,0,"a. to buy",0.86,1,0,0.86
8355502810,"FAST STAR Reading Practice Assessment",2268411034,,1,"Multiple Choice","Greg bought three new fish. What does bought mean?",n/a,n/a,"c. to borrow",3,0.14,"a. to buy",0.86,1,0,0.86
8355502810,"FAST STAR Reading Practice Assessment",2268411035,,1,"Multiple Choice","Most birds can fly. They have feathers and wings. They build nests to lay their eggs. They also sing songs. They are lovely to listen to. Which sentence tells what the author thinks?",n/a,n/a,"a. Birds have feathers.",4,0.19,"c. Birds sound lovely.",0.62,1,0,0.62
8355502810,"FAST STAR Reading Practice Assessment",2268411035,,1,"Multiple Choice","Most birds can fly. They have feathers and wings. They build nests to lay their eggs. They also sing songs. They are lovely to listen to. Which sentence tells what the author thinks?",n/a,n/a,"b. Birds build nests.",4,0.19,"c. Birds sound lovely.",0.62,1,0,0.62
8355502810,"FAST STAR Reading Practice Assessment",2268411035,,1,"Multiple Choice","Most birds can fly. They have feathers and wings. They build nests to lay their eggs. They also sing songs. They are lovely to listen to. Which sentence tells what the author thinks?",n/a,n/a,"c. Birds sound lovely.",13,0.62,"c. Birds sound lovely.",0.62,1,0,0.62
8355502810,"FAST STAR Reading Practice Assessment",2268411036,,1,"Multiple Choice","The ______ grass looks fresh. Which word completes the sentence?",n/a,n/a,"a. ate",0,0,"b. green",0.95,1,0,0.95
8355502810,"FAST STAR Reading Practice Assessment",2268411036,,1,"Multiple Choice","The ______ grass looks fresh. Which word completes the sentence?",n/a,n/a,"b. green",20,0.95,"b. green",0.95,1,0,0.95
8355502810,"FAST STAR Reading Practice Assessment",2268411036,,1,"Multiple Choice","The ______ grass looks fresh. Which word completes the sentence?",n/a,n/a,"c. slowly",1,0.05,"b. green",0.95,1,0,0.95
8355502810,"FAST STAR Reading Practice Assessment",2268411037,,1,"Multiple Choice","The boy cried ""wolf"" when there was no wolf. One day, there was a real wolf. Nobody believed the boy. The boy learned that lying is bad. What lesson does the boy learn?",n/a,n/a,"a. be smart",3,0.14,"b. be honest",0.76,1,0,0.76
8355502810,"FAST STAR Reading Practice Assessment",2268411037,,1,"Multiple Choice","The boy cried ""wolf"" when there was no wolf. One day, there was a real wolf. Nobody believed the boy. The boy learned that lying is bad. What lesson does the boy learn?",n/a,n/a,"b. be honest",16,0.76,"b. be honest",0.76,1,0,0.76
8355502810,"FAST STAR Reading Practice Assessment",2268411037,,1,"Multiple Choice","The boy cried ""wolf"" when there was no wolf. One day, there was a real wolf. Nobody believed the boy. The boy learned that lying is bad. What lesson does the boy learn?",n/a,n/a,"c. be quiet",2,0.1,"b. be honest",0.76,1,0,0.76
8355502810,"FAST STAR Reading Practice Assessment",2268411038,,1,"Multiple Choice","A bird flew over a forest. She saw an earthworm and followed it to the tree. She was excited to bring this worm to her new baby birds in their nest. What is the setting of the story?",n/a,n/a,"a. a cave",0,0,"b. a forest",0.95,1,0,0.95
8355502810,"FAST STAR Reading Practice Assessment",2268411038,,1,"Multiple Choice","A bird flew over a forest. She saw an earthworm and followed it to the tree. She was excited to bring this worm to her new baby birds in their nest. What is the setting of the story?",n/a,n/a,"b. a forest",20,0.95,"b. a forest",0.95,1,0,0.95
8355502810,"FAST STAR Reading Practice Assessment",2268411038,,1,"Multiple Choice","A bird flew over a forest. She saw an earthworm and followed it to the tree. She was excited to bring this worm to her new baby birds in their nest. What is the setting of the story?",n/a,n/a,"c. a park",0,0,"b. a forest",0.95,1,0,0.95
8355502810,"FAST STAR Reading Practice Assessment",2268411038,,1,"Multiple Choice","A bird flew over a forest. She saw an earthworm and followed it to the tree. She was excited to bring this worm to her new baby birds in their nest. What is the setting of the story?",n/a,n/a,n/a,1,0.05,"b. a forest",0.95,1,0,0.95
8355502810,"FAST STAR Reading Practice Assessment",2268411039,,1,"Multiple Choice","Which sentence has a narrator that is a character in the story?",n/a,n/a,"a. Tina saw a tall mountain.",4,0.19,"c. I saw a tall mountain.",0.43,1,0,0.43
8355502810,"FAST STAR Reading Practice Assessment",2268411039,,1,"Multiple Choice","Which sentence has a narrator that is a character in the story?",n/a,n/a,"b. ""Do you see that tall mountain?"" Tina asked.",8,0.38,"c. I saw a tall mountain.",0.43,1,0,0.43
8355502810,"FAST STAR Reading Practice Assessment",2268411039,,1,"Multiple Choice","Which sentence has a narrator that is a character in the story?",n/a,n/a,"c. I saw a tall mountain.",9,0.43,"c. I saw a tall mountain.",0.43,1,0,0.43
8355502810,"FAST STAR Reading Practice Assessment",2268411040,,1,"Multiple Choice","The red bird flew high into the sky. Which word tells what the bird looked like?",n/a,n/a,"a. high",1,0.05,"b. red",0.9,1,0,0.9
8355502810,"FAST STAR Reading Practice Assessment",2268411040,,1,"Multiple Choice","The red bird flew high into the sky. Which word tells what the bird looked like?",n/a,n/a,"b. red",19,0.9,"b. red",0.9,1,0,0.9
8355502810,"FAST STAR Reading Practice Assessment",2268411040,,1,"Multiple Choice","The red bird flew high into the sky. Which word tells what the bird looked like?",n/a,n/a,"c. sky",1,0.05,"b. red",0.9,1,0,0.9
8355502810,"FAST STAR Reading Practice Assessment",2268411041,,1,"Multiple Choice","Read the titles of the two texts below. The Life of a Blue Jay How to Spot a Butterfly How are the titles the same?",n/a,n/a,"a. They both teach how to do something.",5,0.24,"b. They both are about animals.",0.57,1,0,0.57
8355502810,"FAST STAR Reading Practice Assessment",2268411041,,1,"Multiple Choice","Read the titles of the two texts below. The Life of a Blue Jay How to Spot a Butterfly How are the titles the same?",n/a,n/a,"b. They both are about animals.",12,0.57,"b. They both are about animals.",0.57,1,0,0.57
8355502810,"FAST STAR Reading Practice Assessment",2268411041,,1,"Multiple Choice","Read the titles of the two texts below. The Life of a Blue Jay How to Spot a Butterfly How are the titles the same?",n/a,n/a,"c. They both show how things change.",4,0.19,"b. They both are about animals.",0.57,1,0,0.57
8355502810,"FAST STAR Reading Practice Assessment",2268411042,,1,"Multiple Choice","Birds fly in the sky. They have feathers and wings. Some birds can fly very high. They eat small plants and animals. They also fly in groups. What do birds have?",n/a,n/a,"a. fins",1,0.05,"b. feathers",0.9,1,0,0.9
8355502810,"FAST STAR Reading Practice Assessment",2268411042,,1,"Multiple Choice","Birds fly in the sky. They have feathers and wings. Some birds can fly very high. They eat small plants and animals. They also fly in groups. What do birds have?",n/a,n/a,"b. feathers",19,0.9,"b. feathers",0.9,1,0,0.9
8355502810,"FAST STAR Reading Practice Assessment",2268411042,,1,"Multiple Choice","Birds fly in the sky. They have feathers and wings. Some birds can fly very high. They eat small plants and animals. They also fly in groups. What do birds have?",n/a,n/a,"c. fur",1,0.05,"b. feathers",0.9,1,0,0.9
8355502810,"FAST STAR Reading Practice Assessment",2268411043,,1,"Multiple Choice","Look at the title of the text below. Let's Save the Forest What is the purpose of this text?",n/a,n/a,"a. teach something",6,0.29,"c. make people do something",0.43,1,0,0.43
8355502810,"FAST STAR Reading Practice Assessment",2268411043,,1,"Multiple Choice","Look at the title of the text below. Let's Save the Forest What is the purpose of this text?",n/a,n/a,"b. tell a story",6,0.29,"c. make people do something",0.43,1,0,0.43
8355502810,"FAST STAR Reading Practice Assessment",2268411043,,1,"Multiple Choice","Look at the title of the text below. Let's Save the Forest What is the purpose of this text?",n/a,n/a,"c. make people do something",9,0.43,"c. make people do something",0.43,1,0,0.43
8355502810,"FAST STAR Reading Practice Assessment",2268411045,,1,"Multiple Choice","How are hares and rabbits similar?",n/a,n/a,"a. They both have long ears.",6,0.29,"c. They both have short tails.",0.52,1,0,0.52
8355502810,"FAST STAR Reading Practice Assessment",2268411045,,1,"Multiple Choice","How are hares and rabbits similar?",n/a,n/a,"b. They both live in trees.",4,0.19,"c. They both have short tails.",0.52,1,0,0.52
8355502810,"FAST STAR Reading Practice Assessment",2268411045,,1,"Multiple Choice","How are hares and rabbits similar?",n/a,n/a,"c. They both have short tails.",11,0.52,"c. They both have short tails.",0.52,1,0,0.52
8355502810,"FAST STAR Reading Practice Assessment",2268411046,,1,"Multiple Choice","What is one difference between hares and rabbits mentioned in both passages?",n/a,n/a,"a. Hares are known for being fast fast, rabbits are known for being cute.",12,0.57,"a. Hares are known for being fast fast, rabbits are known for being cute.",0.57,1,0,0.57
8355502810,"FAST STAR Reading Practice Assessment",2268411046,,1,"Multiple Choice","What is one difference between hares and rabbits mentioned in both passages?",n/a,n/a,"b. Hares live underground, rabbits live in trees.",3,0.14,"a. Hares are known for being fast fast, rabbits are known for being cute.",0.57,1,0,0.57
8355502810,"FAST STAR Reading Practice Assessment",2268411046,,1,"Multiple Choice","What is one difference between hares and rabbits mentioned in both passages?",n/a,n/a,"c. Hares eat carrots, rabbits eat grass.",6,0.29,"a. Hares are known for being fast fast, rabbits are known for being cute.",0.57,1,0,0.57
8355502810,"FAST STAR Reading Practice Assessment",2268411047,,1,"Multiple Choice","What do hares and rabbits both have?",n/a,n/a,"a. Short ears",6,0.29,"b. Fluffy tails",0.67,1,0,0.67
8355502810,"FAST STAR Reading Practice Assessment",2268411047,,1,"Multiple Choice","What do hares and rabbits both have?",n/a,n/a,"b. Fluffy tails",14,0.67,"b. Fluffy tails",0.67,1,0,0.67
8355502810,"FAST STAR Reading Practice Assessment",2268411047,,1,"Multiple Choice","What do hares and rabbits both have?",n/a,n/a,"c. Sharp teeth",1,0.05,"b. Fluffy tails",0.67,1,0,0.67
8355502810,"FAST STAR Reading Practice Assessment",2268411048,,1,"Multiple Choice","How are the habitats of hares and rabbits different?",n/a,n/a,"a. Hares live in burrows and rabbits live in fields.",5,0.24,"b. Hares live in fields and rabbits live in burrows underground.",0.67,1,0,0.67
8355502810,"FAST STAR Reading Practice Assessment",2268411048,,1,"Multiple Choice","How are the habitats of hares and rabbits different?",n/a,n/a,"b. Hares live in fields and rabbits live in burrows underground.",14,0.67,"b. Hares live in fields and rabbits live in burrows underground.",0.67,1,0,0.67
8355502810,"FAST STAR Reading Practice Assessment",2268411048,,1,"Multiple Choice","How are the habitats of hares and rabbits different?",n/a,n/a,"c. Hares live in caves and rabbits live in the desert.",2,0.1,"b. Hares live in fields and rabbits live in burrows underground.",0.67,1,0,0.67
8355502810,"FAST STAR Reading Practice Assessment",2268411049,,1,"Multiple Choice","What do both hares and rabbits like to do?",n/a,n/a,"a. Fly in the sky",2,0.1,"b. Hop",0.86,1,0,0.86
8355502810,"FAST STAR Reading Practice Assessment",2268411049,,1,"Multiple Choice","What do both hares and rabbits like to do?",n/a,n/a,"b. Hop",18,0.86,"b. Hop",0.86,1,0,0.86
8355502810,"FAST STAR Reading Practice Assessment",2268411049,,1,"Multiple Choice","What do both hares and rabbits like to do?",n/a,n/a,"c. Swim in the river",1,0.05,"b. Hop",0.86,1,0,0.86
8355502810,"FAST STAR Reading Practice Assessment",2268411050,,1,"Multiple Choice","Can you find a difference between the diets of hares and rabbits?",n/a,n/a,"a. Hares eat grass and vegetables. Rabbits eat carrots and lettuce.",18,0.86,"a. Hares eat grass and vegetables. Rabbits eat carrots and lettuce.",0.86,1,0,0.86
8355502810,"FAST STAR Reading Practice Assessment",2268411050,,1,"Multiple Choice","Can you find a difference between the diets of hares and rabbits?",n/a,n/a,"b. Hares eat meat. Rabbits eat fish.",1,0.05,"a. Hares eat grass and vegetables. Rabbits eat carrots and lettuce.",0.86,1,0,0.86
8355502810,"FAST STAR Reading Practice Assessment",2268411050,,1,"Multiple Choice","Can you find a difference between the diets of hares and rabbits?",n/a,n/a,"c. Hares eat bugs. Rabbits eat leaves.",2,0.1,"a. Hares eat grass and vegetables. Rabbits eat carrots and lettuce.",0.86,1,0,0.86
8355502810,"FAST STAR Reading Practice Assessment",2268411051,,1,"Multiple Choice","Which animal is known for being cute?",n/a,n/a,"a. Hare",1,0.05,"b. Rabbit",0.9,1,0,0.9
8355502810,"FAST STAR Reading Practice Assessment",2268411051,,1,"Multiple Choice","Which animal is known for being cute?",n/a,n/a,"b. Rabbit",19,0.9,"b. Rabbit",0.9,1,0,0.9
8355502810,"FAST STAR Reading Practice Assessment",2268411051,,1,"Multiple Choice","Which animal is known for being cute?",n/a,n/a,"c. Both",1,0.05,"b. Rabbit",0.9,1,0,0.9
8355502810,"FAST STAR Reading Practice Assessment",2268411052,,1,"Multiple Choice","Which animal is known for its speed?",n/a,n/a,"a. Hare",16,0.76,"a. Hare",0.76,1,0,0.76
8355502810,"FAST STAR Reading Practice Assessment",2268411052,,1,"Multiple Choice","Which animal is known for its speed?",n/a,n/a,"b. Rabbit",3,0.14,"a. Hare",0.76,1,0,0.76
8355502810,"FAST STAR Reading Practice Assessment",2268411052,,1,"Multiple Choice","Which animal is known for its speed?",n/a,n/a,"c. Both animals",2,0.1,"a. Hare",0.76,1,0,0.76
