item_id,item_name,section_name,subject,grade,session,pattern,reason,in_chunk
8033013307,Module 1 HFW Assessment,Almendinger,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8034176197,Module 1 Phonics Review,Sedlak,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8038833106,Module 1 Phonics Review,Reeder,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8041798583,Author's Purpose Quiz,Reeder,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8041801079,Module 1 HFW Assessment,Reeder,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8042164659,Module 1 HFW Assessment,Sedlak,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8042166966,Author's Purpose Quiz,Sedlak,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8042168339,Module 1 Grammar Review,Sedlak,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8043741105,Quiz 4,3rd Period,History,Grade 6,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8043748847,Quiz 4,5th Period,History,Grade 7,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8046218909,M2W1 Vocab Quiz,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8046439423,Unit 2 Lesson 1 Quiz,Almendinger,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8046487450,2.1 Vocabulary Quiz,Almendinger,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8047224518,Unit 2 Lesson 1 Quiz,Sedlak,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8047229109,2.1 Vocabulary Quiz,Sedlak,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8049326463,Module 2 Week 1 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8049469169,Module 2 Week 1 Vocabulary Quiz,Farrell,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8053230186,2.1 Vocabulary Quiz,Reeder,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8053233585,Unit 2 Lesson 1 Quiz,Reeder,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8055258121,Quiz 4,2nd Period,Civics,Grade 8,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8055343226,Quiz 5,3rd Period,History,Grade 6,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8055407250,Quiz 5,5th Period,History,Grade 7,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8055416739,M2W1 Vocab Quiz,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8057432855,Unit 2 Lesson 3 Quiz,Almendinger,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8057644154,M2W2 Vocab Quiz,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8057645223,M2W3 Vocab Quiz,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8059962640,M2W2 Vocabulary Quiz,Vaughn,ELA,Grade 3,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8064290999,Unit 2 Lesson 3 Quiz,Reeder,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8064311024,Control of Florida Comprehension,Figueredo,Social Studies,Grade 4,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8064311725,Control of Florida Comprehension,Bagley,Social Studies,Grade 4,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8064482757,Unit 2 Lesson 3 Quiz,Sedlak,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8065628761,Module 2 Week 2 Vocabulary Quiz,Farrell,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8065901758,Control of Florida Comprehension,Leiva,Social Studies,Grade 4,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8065959699,Module 2 Week 2 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8065962317,M2W2 Vocab Quiz,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8066821818,Module 2 Week 3 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8068323186,Module 2 Week 3 Vocabulary Quiz,Farrell,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8070020639,2.3 Vocabulary Quiz,Sedlak,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8070046993,2.3 Vocabulary Quiz,Almendinger,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8073490319,Articles of Confederation open book quiz,5th Period,History,Grade 7,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8074397284,2.3 Vocabulary Quiz,Reeder,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8074628569,M2W3 Vocab Quiz,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8074632081,Module 2 Week 3 Vocabulary Quiz,Agostino,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8076157136,Quiz 5,2nd Period,Civics,Grade 8,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8076165986,Quiz 6,3rd Period,History,Grade 6,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8077435954,Unit 3 Lesson 1 Quiz,Almendinger,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8082413883,Module 2 HFW Assessment,Sedlak,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8082415340,Module 2 Grammar Quiz,Sedlak,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8083614889,Module 2 Grammar Quiz,Almendinger,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8083787013,Module 2 Grammar Quiz,Reeder,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8083787711,Module 2 HFW Assessment,Reeder,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8083788877,Module 2 HFW Assessment,Almendinger,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8085353973,The Bill of Rights Quiz,5th Period,History,Grade 7,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8085379296,Florida Treaties Comprehension,Figueredo,Social Studies,Grade 4,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8085438535,Unit 3 Lesson 1 Quiz,Reeder,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8085496323,Quiz 1,3rd Period,History,Grade 6,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8085622108,Unit 3 Lesson 1 Quiz,Sedlak,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8086855969,M3W1 Vocab,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8093409216,Unit 3 Lesson 3 Quiz,Almendinger,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8093432994,Unit 3 Lesson 3 Quiz,Reeder,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8093554844,M3W1 Vocab,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8093612696,Module 3 Week 1 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8093638773,Unit 3 Lesson 3 Quiz,Sedlak,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8093668904,Module 3 Week 1 Vocabulary Quiz,Agostino,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8093785079,M3W1 Vocabulary  Quiz,Vaughn,ELA,Grade 3,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8093858365,Module 3 Week 1 Vocabulary Quiz,Farrell,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8095408985,M3W2 Vocab,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8097502483,Module 3 Meet in the Middle Week 2 Vocabulary Quiz,Farrell,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8104180371,M3W2 Vocab,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8104228865,Module 3 Meet in the Middle Week 2 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8104525784,Module 3 Meet in the Middle Week 2 Vocabulary Quiz,Agostino,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8107224032,M3W3 Vocab Quiz,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8107847778,Module 3 Week 3 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8110327370,Module 3 Week 3 Vocabulary Quiz,Farrell,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8116071906,M3W3 Vocab Quiz,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8116143202,M3W3 Vocabulary Quiz,Vaughn,ELA,Grade 3,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8116266523,Module 3 Week 3 Vocabulary Quiz,Agostino,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8119451862,Module 3 Generative Vocab Quiz,Sedlak,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8119465522,Module 3 Grammar Quiz,Sedlak,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8119469338,Module 3 HFW Quiz,Sedlak,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8120381772,Module 3 Generative Vocab Quiz,Almendinger,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8120386475,Module 3 Grammar Quiz,Almendinger,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8122432424,Module 3 Generative Vocab Quiz,Reeder,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8122571822,Module 3 Grammar Quiz,Reeder,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8122934647,Module 3 HFW Quiz,Almendinger,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8123321004,Module 3 HFW Quiz,Reeder,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8126215170,Quiz 2,2nd Period,Civics,Grade 8,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8126265514,Quiz 2,3rd Period,History,Grade 6,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8126292235,Quiz 2,5th Period,History,Grade 7,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8126575277,M4W1 Vocabulary Quiz,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8129915559,Module 4 Week 1 Vocabulary Quiz,Farrell,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8130355312,Module 4 Week 1 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8133006059,M4W1 Vocabulary Quiz,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8133500452,M4W2 Vocabulary Quiz,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8133857228,SS Magazine 3 Open Book Assessment,Birdwell,Social Studies,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8135051604,Module 4 Week 1 Vocabulary Quiz,Agostino,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8137414023,Unit 4 Lesson 3 Quiz,Almendinger,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8146030084,Module 4 Week 2 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8146497016,Unit 4 Lesson 3 Quiz,Sedlak,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8148036226,Unit 4 Lesson 3 Quiz,Reeder,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8149807504,Quiz 3,3rd Period,History,Grade 6,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8149991919,Module 4 Week 2 Vocabulary Quiz,Farrell,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8150096175,M4W2 Vocabulary Quiz,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8151217577,Unit 4 Lesson 4 Quiz,Almendinger,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8153309986,Unit 4 Lesson 4 Quiz,Sedlak,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8154558077,M4W3 vocab quiz,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8157479026,Unit 4 Lesson 4 Quiz,Reeder,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8177199775,Unit 5 Lesson 1 Quiz,Almendinger,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8183614071,Unit 5 Lesson 1 Quiz,Sedlak,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8189851197,Unit 5 Lesson 1 Quiz,Reeder,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8190679243,Module 4 Week 3 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8192621580,Module 4 Week 3 Vocabulary Quiz,Farrell,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8192873294,M4W3 vocab quiz,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8193552811,Quiz 1,2nd Period,Civics,Grade 8,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
