check_name,school_id,question_id,answer_submission,drift_type,cube_students,fact_students,cube_score,fact_score,cube_possible,fact_possible
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175202,,VALUE_DRIFT,11,11,18.0000,9.0000,22.0000,11.0000
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672423,18,STALE_CUBE_ROW,11,,9.3335,,11.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086109,b. 27,STALE_CUBE_ROW,13,,13.0000,,13.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175207,,STALE_CUBE_ROW,11,,10.0000,,11.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672422,,STALE_CUBE_ROW,14,,14.0000,,14.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086097,18,STALE_CUBE_ROW,10,,9.3333,,10.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672423,17,STALE_CUBE_ROW,6,,6.0000,,6.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175195,,STALE_CUBE_ROW,11,,9.0000,,11.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086091,n/a,STALE_CUBE_ROW,15,,15.0000,,15.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086113,28,STALE_CUBE_ROW,1,,2.6668,,4.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2269067745,,STALE_CUBE_ROW,16,,15.0000,,16.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175197,a. It stops the hare from losing water.,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086105,a. 46-19=□,STALE_CUBE_ROW,14,,13.0000,,14.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175231,a. leftover pieces of wood,STALE_CUBE_ROW,3,,0.0000,,3.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086093,,STALE_CUBE_ROW,15,,7.0000,,15.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2269067752,,STALE_CUBE_ROW,16,,32.0000,,32.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086093,35,STALE_CUBE_ROW,1,,0.3333,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638523,a. <https://app.schoology.com/system/fil,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175229,b. Reuse sheets and bedding.,STALE_CUBE_ROW,4,,0.0000,,4.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086107,,STALE_CUBE_ROW,14,,8.5000,,14.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086103,49,STALE_CUBE_ROW,2,,0.3333,,2.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175229,d. Use only containers that can be refil,STALE_CUBE_ROW,3,,3.0000,,3.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086093,16,STALE_CUBE_ROW,1,,0.6667,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086109,c. 28,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2269067747,,STALE_CUBE_ROW,16,,46.3334,,47.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086091,,STALE_CUBE_ROW,15,,15.0000,,15.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2269067743,c. <https://app.schoology.com/system/fil,STALE_CUBE_ROW,16,,16.0000,,16.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175195,d. summer,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175192,b. The temperature of the water will dec,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086094,45,STALE_CUBE_ROW,14,,52.0000,,56.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086111,,STALE_CUBE_ROW,14,,5.3333,,14.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086097,,STALE_CUBE_ROW,15,,10.6666,,15.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2269067752,,VALUE_DRIFT,16,16,96.0000,48.0000,96.0000,48.0000
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175189,,VALUE_DRIFT,11,11,8.0000,4.0000,22.0000,11.0000
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175194,a. soda cans,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672425,eighteen,STALE_CUBE_ROW,1,,4.0000,,4.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086095,,STALE_CUBE_ROW,15,,48.0000,,60.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672425,27,STALE_CUBE_ROW,1,,0.0000,,4.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175202,b. It is too cold to leave the burrow in,STALE_CUBE_ROW,2,,0.0000,,2.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672423,13,STALE_CUBE_ROW,2,,1.3334,,2.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086093,,VALUE_DRIFT,15,15,42.0000,21.0000,90.0000,45.0000
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086097,,STALE_CUBE_ROW,15,,10.6666,,15.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086090,,VALUE_DRIFT,15,15,56.0000,28.0000,60.0000,30.0000
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175224,a. hawk,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086094,18,STALE_CUBE_ROW,1,,1.3332,,4.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175229,a. Give every guest a copy of the local ,STALE_CUBE_ROW,2,,0.0000,,2.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175189,b. being hit by a motorboat,STALE_CUBE_ROW,4,,4.0000,,4.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638527,a. rhombus,STALE_CUBE_ROW,4,,1.0000,,4.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672425,18,STALE_CUBE_ROW,12,,48.0000,,48.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638532,,STALE_CUBE_ROW,13,,45.3332,,52.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086105,d. 96-14=□,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672423,35,STALE_CUBE_ROW,12,,9.6668,,12.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086113,,STALE_CUBE_ROW,14,,45.3340,,56.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638533,,VALUE_DRIFT,13,13,26.0000,13.0000,26.0000,13.0000
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086103,55,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086097,,STALE_CUBE_ROW,15,,10.6666,,15.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086096,,STALE_CUBE_ROW,15,,7.0000,,15.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086103,,STALE_CUBE_ROW,14,,8.6666,,14.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638525,a. <https://app.schoology.com/system/fil,STALE_CUBE_ROW,13,,13.0000,,13.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175222,a. carnivore,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175233,d. <https://app.schoology.com/system/fil,STALE_CUBE_ROW,2,,0.0000,,2.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672427,,STALE_CUBE_ROW,14,,14.0000,,14.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175188,,VALUE_DRIFT,11,11,10.0000,5.0000,22.0000,11.0000
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086094,,STALE_CUBE_ROW,15,,53.3332,,60.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672419,,STALE_CUBE_ROW,14,,14.0000,,14.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086107,2,STALE_CUBE_ROW,9,,8.5000,,9.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175194,b. newspapers,STALE_CUBE_ROW,3,,0.0000,,3.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175197,,STALE_CUBE_ROW,11,,7.0000,,11.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086115,17,STALE_CUBE_ROW,3,,0.0000,,12.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086095,17,STALE_CUBE_ROW,1,,0.0000,,4.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086093,26,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2269067745,c. <https://app.schoology.com/system/fil,STALE_CUBE_ROW,1,,1.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086093,16,STALE_CUBE_ROW,1,,0.3333,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175222,b. herbivore,STALE_CUBE_ROW,2,,0.0000,,2.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086094,27,STALE_CUBE_ROW,1,,1.3332,,4.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672425,,VALUE_DRIFT,14,14,104.0000,52.0000,112.0000,56.0000
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2269067746,,STALE_CUBE_ROW,16,,16.0000,,16.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086113,18,STALE_CUBE_ROW,1,,0.0000,,4.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086117,,STALE_CUBE_ROW,14,,11.0000,,14.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175220,,STALE_CUBE_ROW,11,,10.0000,,11.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175202,a. There is little food in the winter.,STALE_CUBE_ROW,9,,9.0000,,9.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086089,55,STALE_CUBE_ROW,14,,14.0000,,14.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2269067749,b. <https://app.schoology.com/system/fil,STALE_CUBE_ROW,16,,15.5000,,16.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175207,,VALUE_DRIFT,11,11,20.0000,10.0000,22.0000,11.0000
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086097,28,STALE_CUBE_ROW,11,,10.0000,,11.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2269067748,a. <https://app.schoology.com/system/fil,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175213,a. water and sugar,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175196,n/a,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086111,20,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086103,55,STALE_CUBE_ROW,2,,0.3333,,2.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638528,n/a,STALE_CUBE_ROW,13,,12.0000,,13.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2269067743,,STALE_CUBE_ROW,16,,16.0000,,16.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086093,35,STALE_CUBE_ROW,7,,0.3333,,7.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638531,a. A,STALE_CUBE_ROW,13,,12.5000,,13.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086094,45,STALE_CUBE_ROW,1,,1.3332,,4.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175188,a. The amount of pollution in the area w,STALE_CUBE_ROW,5,,0.0000,,5.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2269067747,a. <https://app.schoology.com/system/fil,STALE_CUBE_ROW,15,,15.0000,,15.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2269067749,d. <https://app.schoology.com/system/fil,STALE_CUBE_ROW,14,,14.0000,,14.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175192,a. The air near the oil spill will devel,STALE_CUBE_ROW,4,,0.0000,,4.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086113,12,STALE_CUBE_ROW,1,,2.6668,,4.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672423,23,STALE_CUBE_ROW,1,,0.6667,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175198,c. use photosynthesis,STALE_CUBE_ROW,9,,9.0000,,9.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672420,d. 96-14=□,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086096,c. 56+4+20+1=□,STALE_CUBE_ROW,7,,7.0000,,7.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086111,18,STALE_CUBE_ROW,7,,0.9999,,7.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175218,d. There should not be any plants in a f,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086089,,STALE_CUBE_ROW,15,,14.3333,,15.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175227,"b. sun, consumers, predators, producers",STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175227,"c. sun, producers, herbivores, carnivore",STALE_CUBE_ROW,8,,8.0000,,8.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672424,27,STALE_CUBE_ROW,14,,54.6668,,56.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086111,35,STALE_CUBE_ROW,8,,5.3333,,8.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086113,?,STALE_CUBE_ROW,1,,2.6668,,4.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672423,,STALE_CUBE_ROW,14,,9.6668,,14.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175224,c. plants,STALE_CUBE_ROW,9,,9.0000,,9.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638532,,VALUE_DRIFT,13,13,271.9992,135.9996,312.0000,156.0000
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672420,b. 89-17=□,STALE_CUBE_ROW,2,,0.0000,,2.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638529,,VALUE_DRIFT,13,13,22.0000,11.0000,26.0000,13.0000
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086090,b. 89-17=□,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638533,,STALE_CUBE_ROW,13,,13.0000,,13.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175218,,VALUE_DRIFT,11,11,20.0000,10.0000,22.0000,11.0000
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638524,,STALE_CUBE_ROW,13,,13.0000,,13.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638532,<strong>True</strong>,STALE_CUBE_ROW,2,,1.3332,,8.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638531,c. C,STALE_CUBE_ROW,13,,12.5000,,13.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086113,,STALE_CUBE_ROW,14,,45.3340,,56.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638533,a. <https://app.schoology.com/system/fil,STALE_CUBE_ROW,13,,13.0000,,13.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672423,12,STALE_CUBE_ROW,1,,0.6667,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175229,,VALUE_DRIFT,11,11,6.0000,3.0000,22.0000,11.0000
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,,,VALUE_DRIFT,262,262,159797.5940,159201.2610,196418.0000,195776.0000
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086113,27,STALE_CUBE_ROW,13,,45.3340,,52.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672421,,STALE_CUBE_ROW,14,,14.0000,,14.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086089,,VALUE_DRIFT,15,15,85.9998,42.9999,90.0000,45.0000
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175231,d. a branch of a tree,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2269067751,a. <https://app.schoology.com/system/fil,STALE_CUBE_ROW,15,,15.0000,,15.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086113,45,STALE_CUBE_ROW,13,,45.3340,,52.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086105,,STALE_CUBE_ROW,14,,26.0000,,29.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175227,,VALUE_DRIFT,11,11,16.0000,8.0000,22.0000,11.0000
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086116,a. 56+4+10+1=□,STALE_CUBE_ROW,3,,0.0000,,3.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638530,Rectangles,STALE_CUBE_ROW,1,,0.0000,,1.0000,
cube_questionincorrectchoice_summary,019eb11c-413c-7ed9-872e-0fe5e9a947b6,2165638530,,STALE_CUBE_ROW,13,,12.0000,,13.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2235086117,n/a,STALE_CUBE_ROW,3,,0.6667,,3.0000,
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2228672423,,VALUE_DRIFT,14,14,58.0008,29.0004,84.0000,42.0000
cube_questionincorrectchoice_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,2185175215,,VALUE_DRIFT,11,11,12.0000,6.0000,22.0000,11.0000
